Cleaned_Review,n_star,date_time,Sentiment,positive_count,neutral_count,negative_count
sản_phẩm tốt ạ sao nhanh hết pin qua 5000 pin sài 10 tiếng đồng_hồ hết ùi bằng a3s bữa mình mua còn cũng ổn nhân_viên zui zẻ nhiệt_tình ạ chấm 10 điểm hihi mãi ủng_hộ tgdd ạ,5,10/11/2019,Positive,2,0,1
xài ngon máy không quá nóng max setting pin lâu sạc 30w khỏi bàn cam rõ nét đặt biệt nhân_viên nhiệt_tình,5,7/8/2020,Positive,5,0,0
mới mua trải nghiệm một ngày máy ngoại_hình thiết_kế khá đẹp_mắt camera chụp hình đẹp loa nghe nhạc chất sạc pin đầy tầm 70 phút ổn nói_chung đáng mua trong tầm giá 7 triệu game mượt hiện_tượng lax giật xét trong tầm giá con nào đối_thủ,4,15/08/2020,Positive,5,1,0
mua sài được 6 tháng chơi game liên_quân pubg giật lag được mấy tuần đầu chơi mượt vêg ngày_càng lag chơi game,1,26/04/2020,Neutral,0,1,0
mới mua trả_góp một ngày ngoại_hình thấy máy đẹp chắc_chắn về cập_nhật ngày bản vá mới nhất tắt chế_độ hiệu_ứng động thấy máy mượt cảm_ứng nhạy chơi game chip 720g mượt lag mình chụp hình chụp thử vài tấm thấy chủ_yếu lưu khoảnh_khắc nhược_điểm cảm_ứng vân tay đặt ở cạnh bên hơi bất_tiện cầm trái tay camera hơi to thích kiểu pop nâng cấp hơn mở khoá cảm_ứng thỉnh_thoảng hiển_thị icon hình nền làm tóm tầm giá tới 6 triệu một máy toàn_diện đáng mua tuy vài lỗi nhỏ sắp tới khuyến_mãi ai còn lăn_tăn hãy nhanh tay 57 triệu quá_đáng đồng_tiền,5,13/08/2020,Neutral,2,4,0
mọi thứ ổn hết trừ 1 lỗi âm ảnh màn_hình đi bảo_hành 1 lần mới sài được 1 tuần,1,13/12/2019,Negative,0,0,1
máy tốt trong tầm giá camera ổn pin trâu sạc nhanh cấu_hình mượt_mà thiết_kế đẹp tiết dùng màn_amoled nói tóm_lại chê,5,5/2/2020,Positive,5,2,0
máy xài êm hết bảo_hành lỗi chụp hình xoá phông đẹp khỏi nói,5,8/9/2018,Positive,2,0,0
máy dùng tốt mượt pin 5000 mah dùng lâu nhân_viên đmx phục_vụ nhiệt_tình chu_đáo,5,19/07/2020,Positive,3,0,0
mới mua hôm_qua sao máy sài nóng nhanh hết pin chơi trận liên_quân không mở loa hết 6 chán quá giờ lo mua biết làm_sao bây_giờ,3,20/05/2019,Negative,0,0,2
dùng tạm ổn thực_sự nói máy kém bền mới đánh_rơi nhẹ 1 thôi màn_hình máy joy 3 tôi nát bét hết màn_hình bây_giờ mới học sinh thôi báo_giá thay mấy giờ hết hơn 600k tiền đâu đủ,2,19/03/2020,Negative,0,1,2
thật_sự máy tốt nhân_viên phục_vụ tốt yên_tâm tuy_nhiên hơi thất_vọng về chính_sách khách_hàng thân_thiết tgdd không biết mang mác khách_hàng thân_thiết làm hy_vọng tgdd cải_thiện khâu hơn chắc làm khách_hàng mới bên khác về,3,30/05/2020,Positive,1,1,0
giống 10 ngày đầu xài thay pin trâu lắm xong giờ nó tuột pin nhanh lắm nó nhanh hơn mấy hôm trc,3,16/04/2020,Neutral,0,1,0
em 1 lần xl phiền đến anh chị em thật_sự thấy sai_lầm mua máy rồi em muốn lời_giải_đáp bắt wifi giật chơi game mấy máy cùi bắn pupg rồi liên_quân freef giật không bắn được mai em phòng khách thế_giới di_động coi em không thể bỏ 5 triệu dùng con máy thế được,1,26/08/2019,Negative,0,1,3
máy mới mua màn_hình đẹp cầm nắm tốt camera lồi chụp thấy hong được đẹp sáng lắm ban_đêm ban_ngày rõ game chiến tay pin thấy quảng_cáo 5000 sài bình_thường bao điện_thoại khác chi giá còn 45 5 triệu ổn tiếc mua sớm quá,3,7/4/2020,Negative,2,2,2
noi chung mọi thứ ổn trong tầm giá 1 số lổi vặt fần mềm thôi hàng Việt Nam còn mới ra_mắt kinh_nghiệm bằng máy tàu lâu cố_gắng nghe người dùng phát_triển cạnh_tranh máy tàu thôi,5,16/03/2020,Positive,1,1,0
mình mua hàng 1 tuần pin_ok game ổn mình nhắn_tin bàn_phím tự chỉnh chữ khiến mình nhắn_tin vội hơi khó_chịu chút cam hơi ảo chút tay nhung nói chuyện chung tâm giá ổn lắm mình 4 sao chờ thời gian sử_dụng xem sao mình đánh_giá tiếp,4,20/06/2020,Positive,3,1,1
giá_trị tốt khoản tiền bỏ cầm_chắc_tay mẫu_mã đẹp sử_dụng khá mượt_mà,5,1/5/2019,Positive,3,1,0
mới mua pin 4500 hao quá nhanh đêm bay mất 4 trong tắt hết ứng_dụng chạy ngầm với mạng kết_nối rồi dùng liên_tục chắc được 4h thấy thua cả con oppo f9 dùng được hơn 1 năm rồi đẻ đêm mới hao 2 còn ổn máy không nóng lắm,3,29/02/2020,Negative,1,1,1
sài oke chức_năng két nối bluetooth đi đường móc coolpad nghe gọi thoải_mái tiện_dụng good,5,20/06/2019,Positive,2,0,0
mình mua được hơn 6 tháng đầu nhận_diện khuôn_mặt vân tay còn chậm bản update mới nhất vấn_đề được xử_lý nhận_diện mặt tay giờ ổn còn xài êm vấn_đề mấy người kéo nhau đánh 1 2 sao hiểu xài kiểu mình thấy hoàn_toàn ổn nhé,5,19/04/2020,Positive,1,0,0
máy tốt chơi game ổn lướt web hoặc Facebook mượt đáng giá tiền mua máy,5,1/2/2020,Positive,3,0,0
máy mới mua 2 ngày lỗi sọc màn_hình quá tệ,1,30/04/2020,Neutral,1,0,1
thái_độ bảo_hành nhân_viên tgdd vivo center cực_kì thiếu trách_nhiệm có_tình thoái_thác lỗi nhà sản_xuất,1,19/12/2019,Negative,0,0,1
sản_phẩm quá tệ phần_mềm thi không cập_nhật pin được thi sac làm_sao không lẽ rút cắm sac lai hoài,1,4/6/2020,Negative,0,0,2
pin dùng khá lâu máy khá mượt loa hơi nhỏ to hơi bực em người hay sử_dụng trình ghi_âm điện_thoại ghi_âm dè âm_thanh ngắt_quãng khó_chịu,3,12/5/2020,Positive,2,0,1
đúng không_thể dậy người tiền_tiêu tiền game thủ máy quá đắt còn bạn thu_nhập trung_bình dám ngĩ rẻ hơn mua người tiền vertu nghe gọi họ còn mua huống_chi blackberry thương_hiệu sánh ngang tầm iphone thiết ngĩ tiền mua,5,25/10/2019,Negative,0,0,1
thất_vọng mua hơn tháng đơ máy màn_hình nhảy lung_tung trả tgdd mất_toi triệu bạc,1,1/11/2019,Negative,0,0,4
hàng kém chất_lượng máy mới mua đầy 1 tháng dùng thỉnh_thoảng đơ máy,1,12/3/2020,Negative,0,0,2
công_nhận con pin quá tuyệt_vời máy mượt ổn_định trong tầm giá 3 triệu đánh_giá 5 sao sản phẩm,5,9/11/2019,Positive,2,1,0
sản_phẩm dùng mới thích hay đứng máy mặc_dù wifi 3 cục nhân_viên thân_thiện khách_hàng cảm_ơn điện_máy xanh,4,12/9/2019,Positive,2,0,1
ngon mới lấy về ság note 4 note 8 thấy cảm_giác phê gấp đôi đợi thời_gian xem thế_nào,5,17/12/2019,Positive,1,0,0
mình mới nhận máy chiều hôm_qua mình hy_vọng chụp ảnh thất_vọng tràn_trề không xứng giá tiền bỏ,1,1/1/2020,Negative,0,0,2
mình dùng sản phẩm a72017 9 tháng màn_hình chia thành 4 phần sáng tối đi bảo_hành trả lời máy âm_bản chơi game bảo_hành tự đi thay màn_hình về mình đổi sản phẩm a50s dùng được 3 tháng tương_tự bên gười ta bảo_hành quá thất_vọng dòng samsung sau_này chia_tay,1,24/04/2020,Negative,0,0,2
dùng chán không đáng 10 triệu phòng kín sóng kém 3g không chạy 2cột sóng wefe kém hơn máy khac mua điện thoại nen xem đánh_giá tren 4 thi mua moi người không nen mua dùng ức_chế,3,3/7/2020,Negative,0,0,3
sài ổn pin chơi game nhanh hết còn đọc bao lướt face được nguyên ngày chụp hình đẹp,4,27/07/2019,Positive,4,0,0
chất_lượng ảnh chụp xấu mờ quá zoom gần hầu_như bể nét hình hết à,1,20/09/2019,Negative,0,0,1
cảm_giác tuyệt_vời không còn hiện_tượng hao pin ios 12 chơi game khỏi chê mặc_dù sản xuất khá lâu,5,11/5/2019,Positive,3,0,0
giá tiền thế con ngon pin tốt xem youtube facebook 1 ngày ổn đợi_chờ giá tiền thế mình người việt một lần ủng_hộ hàng Việt Nam nha mình đánh_giá riêng cá_nhân mình thôi,5,23/02/2020,Positive,3,1,0
máy ram 4 giờ dùng chất_lượng đến giá_thành hình_thức hơi thô,5,17/04/2020,Positive,2,1,1
máy khá mượt tầm giá ổn gọi videos call hình_ảnh rỏ âm_thanh khá ổn máy đẹp hợp_thời_trang nữ_tính ổn,3,11/2/2019,Positive,6,0,0
chuyển Iphone note10 thật_sự đáng đồng_tiền camera chụp hình đẹp sài cả ngày tới tối pin còn hơn 40 chơi game mượt_mà 5 sao,5,2/1/2020,Positive,4,0,0
hộp nguyên siêu_thanh_toán mới coi máy an_tâm về chất_lượng máy đẹp khỏi chê,4,21/09/2018,Positive,2,0,0
điện thoại mới mua 1 tháng tự_nhiên chơi game hay dùng 1 ứng_dụng nào nó văng crome 5 phút văng cay,1,28/03/2020,Negative,0,0,1
ổn test thêm vài tuần xem sao nghe_đâu con hot quyết_định mua thử dùng,5,11/6/2020,Positive,1,0,0
khá thất_vọng 30p mất kết_nối wifi 1 lần pin tụt phanh được cấu_hình khá ổn,3,17/10/2019,Negative,1,0,2
không hiểu tại_sao giá 4 triệu3 triệuong sài chip 450 màn hoạt động chụp ảnh bình thường chơi game lag cảm_ứng không nhạy lắm nói_chung giá 4 triệu3 không xứng_đáng mua ở tgdd sài được 1 tháng cảm_thấy sản_phẩm không đáng_giá 4 triệu3,1,24/05/2020,Negative,0,3,3
5 triệu5 cấu_hình ngoại_hình không chê đâu may nóng ngày đầu thôi ngày chơi không thấy nóng camera chụp đẹp,5,15/10/2019,Positive,3,1,0
tôi thường đứng máy nhận phản_hồi ứng_dụng messenger facebook lần chụp hình trong ứng_dụng messenger,3,17/03/2020,Negative,0,0,1
nói_chung giống điện_thoại pin trâu mồm to 2 mắt cú_mèo nói_chung hài_lòng dùng 4 ngày mua hãy kiểm_tra kỹ tránh đổi,5,3/9/2019,Positive,1,0,0
máy hoạt_động chậm rùa cảm_ứng tốt một_vài tuần bắt_đầu lag đứng máy luôn ức_chế bơm mình không mua,1,8/4/2020,Negative,0,0,3
ngày_càng bực máy đủ loại lỗi xạc pin mang đi sửa giờ xạc nhanh muốn đập,1,14/08/2020,Negative,0,0,1
sử_dụng 2 tháng mình nhận thấy máy màn_hình đẹp pin ổn hiệu_năng chơi game khá camera ổn sạc nhanh wiffi mạnh nói_chung tạm ổn trong tầm giá,5,23/04/2020,Positive,4,3,0
sản_phẩm tốt quá thế_giới di_động ơi đẹp sang_trọng quan_trọng hơn hết sản_phẩm trái táo khuyết,4,2/1/2020,Positive,2,0,0
máy cầm_chắc_tay game mướt cam ổn chơi game nặng nóng máy game nhẹ không sao nhân_viên dễ_thương giống tui,5,14/10/2019,Positive,3,1,0
máy tàu lau quảng_cáo liên_tục cảm_ứng nhạy tgdd hỏi đổi thừa không đổi máy khác bực hết_sức,1,3/1/2020,Negative,0,0,3
máy mới mua ở tgdd về dùng hết pin sạc 3 lần 8 tiếng không ạ,4,23/02/2020,Negative,0,0,0
mình mua gần 6 thág ui nói_chung tốt về tầm giá pin trâu máy tạm ổn chơi được dòng game mình nhé yên_tâm sử_dụng nha tầm giá ổn làm uu,4,2/10/2019,Positive,2,1,0
không thể lưu_danh_bạ mới sim mở danh_bạ không hiển_thị dậy bạ sim được xin nhờ ktv hướng_dẫn tks,4,22/07/2020,Negative,0,0,1
10 sao luôn pin cực trâu giá rẻ mới mua chơi pubg liên_quân liên_tục 3 4 tiếng còn 50 cực mượt lag giật quá ngon mấy dòng khác chơi vài ván đi sạt,5,22/04/2020,Positive,3,0,0
máy sạc 1 báo quá nóng ngừng sạc gần sạc đến 76 ghi sạc đầy dùng thỉnh_thoảng lag out khỏi ứng_dụng mình khá thất_vọng về sản_phẩm mong hỗ_trợ thegioididong,1,21/05/2020,Negative,0,0,3
dùng ổn khuyết_điểm dễ trầy_xước nhất cạnh viền cụm camera,5,22/04/2019,Neutral,1,0,1
điện thoại chụp hình đẹp tuy_nhiên hơi lag chơi game nặng khá mượt sản phẩm hình_dáng đẹp_mắt,5,24/03/2020,Positive,2,1,0
quá ngon pin trâu sạc 2h đầy liên_quân bật full tất_cả mượt cập_nhật bản miui mới chơi game không còn nóng camera ổn,5,12/11/2019,Positive,4,0,0
mới sử_dụng được 5 ngày máy đẹp chụp ảnh đẹp tội máy thi_thoảng game hoặc ứng_dụng hơi đơ dù mình chơi game phổ_thông chơi game đồ_họa nhân viên tgdd nhiệt_tình,4,10/1/2020,Positive,3,0,1
bắt wifi còn quá yếu dù nâng_cấp phiên_bản mới còn yếu mong sớm khắc_phục,3,1/4/2020,Negative,0,0,2
máy mình sử_dụng gần 2 năm chạy mượt thiết_kế đẹp pin xài ổn ios ngon nhất khác xa android sản_phẩm iphone 7 plus 32gb lướt game mạnh lách mạng nhanh cấu_hình mạnh chạy ổn_định,5,16/09/2018,Positive,3,0,0
giờ sử_dụng Iphone bao_giờ giờ đổi sang Iphone 1 quyết_định đúng chụp hình hiệu_năng sang_trọng cầm tay cảm_giác thích pin hơi kém chủ_yếu xem phim online zalo facebook nhân_viên nhiệt_tình vui_vẻ,5,21/12/2018,Positive,3,0,1
sản phẩn chất_lượng tốt tuy_nhiên pin sạc cảm_giác hơi lâu một_chút còn mọi thứ ổn,5,11/5/2018,Neutral,1,0,1
mua máy hồi ra_mắt xài lâu_lâu đứng máy lỗi 1 số ứng_dụng messenger hơi thất_vọng về sản_phẩm,1,3/6/2020,Negative,0,0,2
sản_phẩm ổn chất_lượng sài im ru đâu giống mấy bạn đánh_giá đâu mình thấy sài tốt lắm nay được tuần rẻ đẹp mà_lại samsung mình thích,5,17/10/2019,Positive,1,0,0
mình mua máy ngày 27 12 2019 ở cửa_hàng tddđ nguyễn bỉnh khiêm xài ổn chê chỗ nào tới ngày 02 01 2020 máy cảm_ứng lỗi nhận_diện khuôn_mặt nhận_diện vâ tay kém cảm_ứng lỗi tệ bì nó chập_chờn hoài cảm_giác màn_hình hư_vậy mong cty xem_xét_lại sản_phẩm mình hài_lòng chút nào đối với sản_phẩm mới tính mình xài đến 2 tuần,1,2/1/2020,Negative,0,1,2
suy_nghĩ quyết_định lấy em nó không thất_vọng,5,13/03/2020,Positive,1,0,0
hàng chất_lượng sai ổn thế_giới đi đông 5 sao mình mua hơn 4 tháng thấy tuyệt_vời thanks nhà bạn_hàng số 1 viêt năm,5,11/2/2020,Positive,2,0,0
máy chậm dùng hay đơ không bằng mấy con 4 5 triệu máy chậm dùng hay đơ không bằng mấy con 4 5 triệu,1,25/04/2020,Negative,0,1,1
tốt pin dỡ thua dòng máy khác sạc đầy 100 buổi sáng xài hết vài 4h chiều còn loại máy khác 2 ngày mới hết pin còn khác tạm ổn,3,1/5/2020,Negative,0,1,1
sản_phẩm đẹp tốt tuy phân_vân giữa oppo với samsung thấy điện thoại a11 xài tốt điểm yếu không phù_hợp mục_đích chơi game lag không phù_hợp chụp ảnh camera hơi mờ,5,27/06/2020,Neutral,2,0,2
2 tháng sử_dụng điện_thoại mình thấy điện_thoại tốt trong tầm giá lướt mượt mở 4g chơi game liên_quân pubg free fire bao cả ngày mình chơi game test sạc pin cực_kì nhanh loa nghe phê pha lớn chụp hình ban_đêm bao đẹp chụp ban_ngày đẹp bằng tuyệt nhất ở màn_hình to mất hình camera giọt nước cảm_biến vân tay nhạy tóm mình điện_thoại tốt trong tầm giá,4,28/03/2020,Positive,4,2,0
pin trâu thao_tác mượt chơi game được đôi_khi đơ camera ổn bắt wifi yếu nói tóm_lại máy ổn trong tầm giá,5,5/6/2020,Positive,3,2,1
tất_cả ổn tốt nhug sóng_sánh không được ổn bắt wifi 3g yêu chơi game hay bí_mật kết nói tôi kết nói được thưa rồi mặc_dù sát bên cực wifi mình chơi game hago thời không chơi game nặng,4,17/05/2020,Negative,1,1,1
sài được 4 tháng màn_hình chớp nháng liên lục tự mở tự tắt 2 ngày làm 2 giây nói_chung quá tệ samsung bây_giờ không còn xem_lại,2,1/3/2020,Negative,0,0,4
lỗi camera lỗi vân tay một sản_phẩm chạy xu_hướng không hoàn_hảo đính_chính,1,4/6/2020,Negative,0,0,3
máy mượt sao chơi game mobi lengends lạng quá camera nét pin xài tốt,3,12/8/2020,Positive,2,1,0
mới mua mấy ngày 4 triệu990 giờ còn 4 triệu490 sad quá pin trâu chiến game tốt tầm giá đối_thủ,5,10/8/2019,Positive,3,0,1
y19 đuoc android 10 sao mới cập_nhật phiên_bản 197 nó háo pin lôi quả_vậy khôi_phục đất gốc 3 lần kilogram khắc_phục phiên_bản mới nhất mấy phiên_bản nào phiên_bản 197 phiên_bản mới nhất hay kilogram,4,7/1/2020,Negative,0,0,1
tệ không còn máy nào sánh bằng mua con tôi thà mua mấy con máy itel hơn 1 triệu dùng còn ngon hơn gấp trăm lần,1,6/1/2020,Negative,0,0,1
phát_sinh lỗi liên_tục cảm_biến tiệm cận vấn_đề gọi điện màn_hình tự tắt không thể tắt cuộc_gọi giờ sạc pin máy liên_tục báo quá nóng mặc_dù sạc trong phòng lạnh điện thoại khác báo camera xấu màn_hình độ sáng yếu không bao_giờ mua lần 2,1,22/04/2020,Negative,0,0,6
mình tgdd định mua iphone 11 pro max 64gb thấy note 10 đẹp quá bộ_nhớ tới 256 gigabyte chụp hình góc rộng iphone 11 còn giảm 3 triệu mua note 10 luôn máy màn_hình cong đẹp hơn tai_nghe kèm máy nghe nhạc hay nói_chung ưng_ý hối_hận chuyển sáng note 10,5,23/12/2019,Positive,6,0,0
máy quá nóng xài 1lúc nóng muốn bỏng tay chơi game hay lag tuột pin lẹ,1,16/05/2020,Negative,0,0,2
máy bỏ châc chắn thiết_kế đẹp bàn_phím chắc chăn phím chỉnh nhạc font chữ lơn chuông to giá rẻ,5,16/11/2018,Positive,3,0,0
mới lấy sáng cảm_nhận đầu_tiên sử_dụng thiết_kế khá bắt_mắt màn hiển_thị_đẹp chụp ảnh_đẹp máy dùng mươt pin tụt hơi nhanh bù máy chế_độ sạc nhanh,4,27/07/2020,Positive,4,0,1
chính tay mình bóc_tem máy cảm_giác tuyệt_vời không còn gì bàn_cãi hơn quá tuyệt_vời tầm giá bạn ơi,5,3/4/2020,Positive,1,1,0
game mượt pin ổn camera tệ thông_số cao 64mp 32mp thua xa 12mp 8mp con so sánh s8 ai mua chụp ảnh suy_nghĩ_lại thông_số camera cao ảo,4,20/05/2020,Positive,2,0,1
dùng tạm đoi ai yêu_cầu cao man hình tft lcd hiển_thị rõ nét,3,15/06/2020,Negative,0,1,1
đặt gạch tiền lấy cảm_thấy háo_hức quá trải nghiệm thử cửa_hàng thấy sản phẩm ổn chụp hình nét lắm cấu_hình máy,4,28/09/2019,Negative,1,1,1
pin trâu máy mượt tốt trong tầm giá mấy ảnh chị tư_vấn nhiệt_tình thân_thiện,5,23/10/2019,Positive,3,1,0
sài cảm_ứng không nhạy lắm hay đơ chậm không tả hay lak sài s10 chuyển sài tạm hơi khó_chịu,3,26/04/2020,Negative,0,0,3
mua được 1 tháng xài ngon hài_lòng caremq chụp đẹp xóa_phông đỉnh không gì trách,5,11/10/2019,Positive,2,0,0
mua hôm_qua thích đẹp nhân_viên nhiệt_tình chụp ảnh bao đẹp pin ổn mượt loa to,5,3/2/2019,Positive,5,0,0
em mới mua trưa nay pin sạc 2 tiếng đầy dùng trong 7 tiếng chơi game lướt web hay tự out game mất hình nền còn ổn dùng lâu xem thế_nào quay đánh_giá tiếp,4,3/7/2020,Negative,1,1,2
ổn máy sạc pin nhanh pin đêm tuột phần sao giờ fan xiaomi nay khen điện thoại,5,10/2/2020,Positive,3,0,0
máy ngon sạc nhanh pin lâu ứng_dụng nhanh chụp hình đẹp bền thời_gian trả_lời,5,8/5/2020,Positive,4,0,0
thiết_kế đẹp hiệu_năng ổn chống nước camera xoá phông tương_đối mình dùng 1 thời_gian thấy pin ổn nâng ios hơi hao pin tín nhìn_chung sản_phẩm okay,4,1/7/2018,Positive,3,2,0
sản_phẩm quá tốt pin trâu cam gõ hiệu_năng cực ngon trong tầm giá thiết_kế sang máy hơi nặng cầm 1 tay xem phim hơi mỏi chạy miui ổn_định,5,4/8/2020,Positive,4,1,0
sản_phẩm tốt nhé mọi người sản_phẩm vừa_mới em mua liền á em mua ngày 27 12 đến giờ sài ngon cơm lắm mượt máy chụp hình đẹp cực luôn á em không chơi game máy mượt em hay chăm_sóc thiết_bị bằng cách xóa bộ_nhớ đệm ứng_dụng không cần_thiết pin em sài sáng đến tối còn chịu hết không chơi game nhé,5,18/04/2020,Positive,4,0,0
mình lấy máy 3 ngày ngoài phần dịch_vụ tốt máy ổn camera khá đẹp loa to không nhỏ lắm đâu lướt web mượt dễ sử_dụng pin dùng khá tốt dùng cả ngày mới hết wifi bắt ổn 1 khuyết_điểm xạc pin thời_gian đầu khá nóng máy tôi đặt máy nghiêng đỡ nóng hơn chung_quy_lại tầm giá em vsmart active 3 quá ổn mọi người ạ,5,11/4/2020,Positive,4,2,0
vân tay quá kém coi như_không nhập mật_khẩu chủ_yếu camera kém chụp xấu nét,1,17/01/2020,Negative,0,0,2
điện_thoại tạm ổn nhớ đừng cập_nhật phần_mềm mới hao pin cấp máy chạy bình_thường mình vừa_mới cập_nhật ngày hao pin thế_giới di_động làm_việc nhiệt_tình mình đổi luôn máy mới,4,15/01/2020,Negative,1,1,1
máy mới mua dùng tạm chơi game không mượt đến bây_giờ được hơn 2 tháng dùng được 1 tý đơ cảm_ứng tắt màn_hình đi bật mới dùng được xong 1 vài phút như_vậy quá chán 1 sản phẩm,1,22/07/2020,Negative,0,0,3
nhân_viên tư_vấn nhiệt_tình sản_phẩm mẫu_mã đẹp giá tốt chương_trình khuyến_mãi ổn,5,10/6/2020,Positive,4,0,0
máy bắt wifi bằng máy tàu dùng bực_mình chả nhẽ mua đi trả,2,10/6/2020,Negative,0,0,2
ngon_lành đấy mua được 3 tháng rồi pin ngon game nhanh sạc nhanh màn đẹp loa to cầm sang_trọng quý_phái,5,14/04/2020,Positive,6,0,0
nói cực_kì thất_vọng về a51 xài a50 gần 1 năm máy chạy bao tốt chơi game ít lag hay giật vậy_mà a51 mới mua 9 ngày xài Facebook hay mess đơ lag còn chơi game khỏi nói giật lag không chơi luôn quá thất_vọng chắc đổi máy khác xài quá,1,10/5/2020,Negative,0,0,2
camera chụp không sắc nét bằng samsung đời cũ a10 tín_đồ chụp ảnh giá trung tầm chọn samsứng hơn nghe nói oppo a31 camera macro chụp cận_cảnh đến 4cm chụp cách đến 10cm không bằng samsung a10 chụp 5cm giờ ả mình hoạ bên ảnh đầu_tiên oppo 2 ảnh còn samsung a10 cấu_hình thứ khác cũng không bằng samsung tóm sài samsung ổn hơn,1,17/03/2020,Negative,0,0,3
mình mua đ 2 tháng dùng quá tuyệt mọi người đánh_giá sai nhân_viên samsung tư_vấn nhiệt_tình,5,24/03/2020,Positive,2,0,0
moi mua thất_vọng quá chụp hình xấu độ phân_giải màn_hình xấu máy sạc bin nóng loa nhỏ_xíu chán,3,8/1/2020,Negative,0,0,5
tuyệt_vời ông mặt_trời phân khúc con bút samsung với tgdđ ra_mắt con phù_hợp nhu_cầu quá,5,23/04/2020,Positive,2,0,0
chơi game thoát ngoài nhất free fire sắp win pham game vô_lại chết ở top 2 ở chế_độ tử_chiến thoát game cảnh_báo afk thua,2,7/8/2020,Negative,0,0,1
mới mua 5 ngày gọi lỗi loa camera lắp lệch hở toác điện thoại 7 triệu màn_hình kém quá không màm amoled hơi chán,1,6/7/2020,Negative,0,1,3
mình mua máy được 2 tháng thi_thoảng liệt cảm_ứng màn_hình không vuốt được ấn nút nguồn khóa máy bật vuốt được hãy mình biết nguyên_nhân cách chữa,4,20/04/2020,Negative,0,0,1
nhân_viên tư_vấn nhiệt_tình chơi game mượt chụp ảnh ổn tội sạc pin hơi lâu,5,3/2/2019,Positive,3,0,1
sản_phẩm mang logo samsung làm xấu mặt cạnh_tranh nổi hãng nào cả kể luôn vsmart ngon hơn,1,4/5/2020,Negative,0,0,1
sản_phẩm tốt chơi game ổn camera chụp đẹp nó chung tuyệt con chụp ban_đêm cơ điện_thoại dùng 2 ngày không hết pin,5,13/03/2020,Positive,4,0,0
mua hơn 10 ngày máy ổn pin khá trâu mình kilogram chơi game xài thấy bình_thường vấn_đề 2 em nhân_viên hoạt động nhiệt_tình dễ_thương đmx gần cầu sơn lx ag,3,31/05/2020,Positive,3,1,0
gọi không gọi được truy_cập 3g tệ gọi người ở đầu kia chẳng nghe thấy,1,10/9/2019,Negative,0,0,1
máy bắt wifi 4g quá kém thường_xuyên rớt mạng camera 64mb chụp hình nhòe chất_lượng không rõ nét zoom out chụp gần chụp xa không thấy luôn nói_chung mất mớ tiền lãng_phí giảm nửa giá bán tầm 4 triệu hợp_lí,2,22/04/2020,Negative,0,0,3
cập_nhật phiên_bản mới điện_thoại bật màn_hình mở vân tay máy rung 1 màn_hình đen không binhg thường,1,15/07/2020,Negative,0,0,2
màn_hình đen bóng mờ cạnh viền cấu_hình máy chơi game ổn dùng mượt màn_hình quá tệ dùng mấy hôm đổi,1,13/04/2020,Neutral,1,0,1
bạn nhân_viên tgdd mình hỏi mình mua máy giờ nhìn kĩ thấy 1 lỗi nhỏ màn_hình 1 đốm sáng nhỏ bằng đầu tăm nền màu trắng thấy rõ đổi máy khác máy mình mới mua 1 tháng mình mua ở miền bắc giờ mình thành phố hồ chí minh mình đổi tgdd ở trong thành phố hồ chí minh,3,23/05/2019,Negative,0,0,1
mê hàng xiaomi note 9 pro xài quá chụp hình đẹp pin tốt chơi game lướt facebook xem video tiktok cả buổi sạc nhanh 33w quá tuyệt_vời chơi pubg tốt chơi game không nóng máy lắm tính_năng điện thoại khác không,5,6/7/2020,Positive,5,1,0
điện_thoại con mua về xài sao nó tụt pin nhanh quá đổi 1 đổi 1,3,3/2/2020,Negative,0,1,1
pin chờ cực chất 2 ngày mới hết 25 phần_trăm chụp ảnh nét chạy nhanh mượt tuy_nhiên sử_dụng thường_xuyên nghe nhạc duyệt web nhanh hết pin,4,9/10/2017,Positive,3,0,0
mình thấy ổn chất_lượng thời_gian mới kiểm_chứng quyết_định mua em nó thích kiểu thiết_kế cổ_điển,5,17/05/2019,Positive,1,1,0
màn amoles xịn thật thứ mượt tầm giá 4 triệu5 pin trâu thật_sự sạc hơi lâu loa ngoài máy_ảnh tầm trung nói_chung xứng_đáng đứng đầu trong phân khúc 4 5 triệu,5,15/02/2020,Neutral,3,4,0
mới mua máy nhân_viên tận_tình sản_phẩm ổn sẻ ủng_hộ sản_phẩm tiếp,5,4/8/2020,Positive,2,0,0
mua 6 ngày chơi wifi nhà ổn còn widi ngta cảm_nhận dực pin trâu sài 1 ngày chơi game nói_chung máy trong tầm giá ổn,2,12/1/2020,Positive,2,2,1
bạn thấy mesenger ý nó hiện thông_báo chậm ạ mình sạc đến 85 nó không pin dù mình tắt nguồn bật lần cảm_thấy tuyệt_vọng sử_dụng được 1 tháng rồi hơi buồn đêm tuột 7 9 lận,3,29/04/2020,Negative,0,0,3
1 tháng pin kém hẳn dùng không được 1 ngày hơi thất_vọng về sản_phẩm còn thế_nào time mới trả_lời được,3,10/11/2019,Negative,0,0,2
nhận_xét riêng mua về sài khoảng 2 tuần 2 tuần sử dùng mình thấy máy khá ổn máy chạy khá mượt về pin trâu sạc nhanh chơi game hiện_tượng giật lag hay đứng hình dis game nói_chung tâm giá máy khá ổn,5,24/08/2019,Positive,3,1,0
